Little Setup Builder,Little Setup Builder is a free tool for the creation of simplified install programs
MA3D,Ma3D is .NET application written to allow the MP3 collector to download and view album cover art
Max Album Creator,"Software solution that allows you to create video CDs using images from your computer, you can create various albums and use background images or descriptions"
MacInstallerBuilder,MacInstallerBuilder is a solution for hard copy and online software distribution
Wallpaper Sequencer Standard,Wallpaper Sequencer is a state-of-the-art wallpaper manager
Label Maker Wizard,"Label Maker Wizard can help you design and print CD and DVD labels, jewel case inserts and covers"
Smart Screensaver Stopper,Smart Screensaver Stopper is a free system tray applet which will prevent the screensaver from launching
Bindweed Screensaver Manager,Innovative screensaver manager and randomizer
3D Custom Screensaver,3D Custom Screensaver is an application that helps you create and share your own unique 3D screensaver
SSThingy,Program developed to be a powerful and easy to use screen saver manager
Installer Design Studio,Installer Design Studio - Reduce the cost of application ownership and software distribution
EBook Builder,"Create e-books in a quick and simple manner by using this lightweight application that features a user-friendly, minimalistic interface"
htm2chm,"An easy-to-use CHM authoring tool for compiling CHM and ITS files, generating TOC and Index files, extracting CHM/ITS resources, and more"
EasyHelp,EasyHelp is a development utility that can be used to create Windows Help files
Photo DVD Wizard,Make interesting slideshows of your photos
InstallAware Setup Squeezer for InstallShield,Automatically Squeeze Your InstallShield Setups Between 15%-50%
YcySoft Flash ScreenSaver Maker,You can create fine screen savers using Macromedia Shockwave Flash
YcySoft ScreenSaver Producer,Create many different types of screen savers and install program
Amazon Cover Downloader,A free application for downloading CD and DVD covers from the Amazon product catalog
Liquid Screen Saver Maker,Liquid Screen Saver Maker is a useful and powerful program that allows you to make your own slideshow screen saver
Visual Cover ++,Visual Cover will help you take CD and DVD cover printing to a new level
Web Album Generator,"Software solution that allows you to publish your digital photographs on the Internet, you can create and customize thumbnails and it allows you to resize photos"
ScreensaverLand,ScreensaverLand is a powerful screensaver manager
ZipInstaller,The ZipInstaller utility installs and uninstalls programs and utilities that do not provide an internal installation application
MP3 CatalogMaker Pro,Organize your existing mp3 files
Flash Saver Maker,Flash Saver Maker - allows you to make flash screensaver from your favorite Macromedia Flash movies
Softany Txt2Htm2Chm,"Convert Text to many HTML formats. (HTML help, Web help, ebook, FAQ, SingleHTML)"
FlashPhotoShow,Create amazing video-like slideshows
Nifty Photo Publisher,Nifty Photo Publisher is a small program to create picture galleries instantly
QuickInstall,QuickInstall is a powerful installation creator for your applications
SFX Tool,"Simple-to-use application that comes packed with advanced options for quickly creating software setup kits, using low system resources"
Flasher,Flasher - Create a screensaver from a SWF Flash Animation is easy
DVD Labeler,Automatically capture DVD thumbnails and create customized DVD scene-indexing labels
Akti Album,Create multimedia albums
DocGuru Professional,DocGuru is a professional PHP documentation tool for Windows platform
PSPCoverz,PSPCoverz is designed to make it easy to design your own 'skins' for your PlayGearPocket case from Logitech
myAlbum2,"Create multiple albums to store all your pictures, assign a preferred editor to access at the press of a button, and bundle them in a portable file to share with friends, or family"
Amazon Cover Search,"Find and save any type of covers (CD, DVD, Video, Book) from Amazon"
Setup Editor,Setup creates very small Windows installations quickly and easily without all the overhead of the big tools
SuperCool Photo Album,"Create, organize, browse, and edit image and video album"
HTML Book Maker,Create main covers for numerous books and edit existing homepages with custom header text and colors in a quick and uncomplicated manner
Shalom Help Maker,"An easy-to-understand application that can assist you in writing and editing Windows help files, useful for beginners as well as experts"
Country Rain Screensaver,Rain falls gently over six beautiful cottage paintings as music plays.
Click'n Design 3D,Create professional-looking CD/DVD labels and jewel case inserts by using this straightforward and user-friendly software solution
Absolute ScreenSaver Changer,Run screensavers in a slideshow and easily manage them all from one place.
Flash Sound Buttons,Flash Sound Buttons allows You make audio buttons using microphone or MP3 files
Places I'd Rather Be Screensaver,Places I'd Rather Be Screensaver lets you create a custom travel slide-show.
Microsoft HTML Slideshow Wizard,Creates a slide show of your digital pictures
ExpressAlbum,"Software solution that allows you to create digital albums using multiple pictures from your computer, it lets you upload albums to the Internet or burn them to a CD"
Net Album Generator,"Bundle your picture collection into an album you can include in your web projects, with different preset templates, and various customization options"
Flash .SCR Master,Flash ScreenSaver Master - Desktop ScreenSaver - SWF to ScreenSaver Media Tool
TinyStone Web Album,"Software solution that helps you create professional looking web galleries, based on graphics themes from all photos you took with your digital camera and share them over the Internet"
XILG - The XML Image List Generator,Automate the process of building simple thumbnail web pages
Label Builder,"Create almost any type of label, envelope, and badge easily."
FLASH-Album Author,Simulates realistic digital photo album with high impressive layouts
Screen Saver Builder,Screen Saver Builder - create your own multimedia screensavers for fun and profit
SbookBuilder 10,"An intuitive and fairly dependable application that helps you create executable Ebooks in a couple of seconds, by selecting the desired texts"
Shockwave Flash Screensaver Maker,Create Shockwave Flash Screensavers. Includes pre-built screensavers.
cdrLabel,"Easy-to-use tool for creating and printing labels for your CDR, CDRW, and CD-ROM disks, with DVD support, in order to personalize your music or movie collection"
CD Case Maker,Make Colorful listings for your Cd's made with Roxio Easy CD Creator 5.xx
coverXP Pro,Software that helps to print cd/dvd labels and covers
SetupStream,"Create small, yet powerful and feature-rich Setup Wizards in just a few moves using this user-friendly and straightforward application"
Business Card Printery,A nifty solution for creating great looking business cards by starting from a preset that can be customized to fit the needs of the user
